"facts_key";"rental_key";"inventory_key";"title";"release_year";"length";"rental_date";"rental_duration";"rental_rate";"replacement_cost"
3119;3216;719;"CLONES PINOCCHIO";"2006";124;"2005-06-21 01:19:37";6;2.99;16.99
3120;6868;719;"CLONES PINOCCHIO";"2006";124;"2005-07-12 20:10:17";6;2.99;16.99
3121;8126;719;"CLONES PINOCCHIO";"2006";124;"2005-07-28 19:32:41";6;2.99;16.99
3122;14939;719;"CLONES PINOCCHIO";"2006";124;"2005-08-22 05:53:52";6;2.99;16.99
3123;5560;720;"CLONES PINOCCHIO";"2006";124;"2005-07-10 03:13:24";6;2.99;16.99
3124;8438;720;"CLONES PINOCCHIO";"2006";124;"2005-07-29 07:25:42";6;2.99;16.99
3125;11592;720;"CLONES PINOCCHIO";"2006";124;"2005-08-17 02:36:04";6;2.99;16.99
3126;2640;721;"CLONES PINOCCHIO";"2006";124;"2005-06-19 09:26:13";6;2.99;16.99
3127;5386;721;"CLONES PINOCCHIO";"2006";124;"2005-07-09 19:19:09";6;2.99;16.99
3128;7195;721;"CLONES PINOCCHIO";"2006";124;"2005-07-27 08:47:01";6;2.99;16.99
3129;13904;721;"CLONES PINOCCHIO";"2006";124;"2005-08-20 16:11:34";6;2.99;16.99
3130;11428;722;"CLONES PINOCCHIO";"2006";124;"2005-08-02 20:03:10";6;2.99;16.99
3131;14904;722;"CLONES PINOCCHIO";"2006";124;"2005-08-22 04:32:01";6;2.99;16.99
3132;444;723;"CLONES PINOCCHIO";"2006";124;"2005-05-27 18:39:15";6;2.99;16.99
3133;1950;723;"CLONES PINOCCHIO";"2006";124;"2005-06-17 08:26:52";6;2.99;16.99
3134;5465;723;"CLONES PINOCCHIO";"2006";124;"2005-07-09 23:01:13";6;2.99;16.99
3135;9856;723;"CLONES PINOCCHIO";"2006";124;"2005-07-31 13:00:35";6;2.99;16.99
3136;12591;723;"CLONES PINOCCHIO";"2006";124;"2005-08-18 16:16:41";6;2.99;16.99
3137;5350;724;"CLOSER BANG";"2006";58;"2005-07-09 17:39:30";5;4.99;12.99
3138;11476;724;"CLOSER BANG";"2006";58;"2005-08-02 22:03:47";5;4.99;12.99
3139;12269;724;"CLOSER BANG";"2006";58;"2005-08-18 04:27:54";5;4.99;12.99
3140;5182;725;"CLOSER BANG";"2006";58;"2005-07-09 10:08:10";5;4.99;12.99
3141;7263;725;"CLOSER BANG";"2006";58;"2005-07-27 11:17:22";5;4.99;12.99
3142;14248;725;"CLOSER BANG";"2006";58;"2005-08-21 05:35:57";5;4.99;12.99
3143;1050;726;"CLOSER BANG";"2006";58;"2005-05-31 07:01:27";5;4.99;12.99
3144;1725;726;"CLOSER BANG";"2006";58;"2005-06-16 15:18:57";5;4.99;12.99
3145;5475;726;"CLOSER BANG";"2006";58;"2005-07-09 23:31:38";5;4.99;12.99
3146;9695;726;"CLOSER BANG";"2006";58;"2005-07-31 07:13:30";5;4.99;12.99
3147;11728;726;"CLOSER BANG";"2006";58;"2005-08-17 08:12:26";5;4.99;12.99
3148;22;727;"CLOSER BANG";"2006";58;"2005-05-25 02:19:23";5;4.99;12.99
3149;3389;727;"CLOSER BANG";"2006";58;"2005-06-21 14:37:55";5;4.99;12.99
3150;6095;727;"CLOSER BANG";"2006";58;"2005-07-11 06:06:41";5;4.99;12.99
3151;9188;727;"CLOSER BANG";"2006";58;"2005-07-30 12:19:54";5;4.99;12.99
3152;15357;727;"CLOSER BANG";"2006";58;"2005-08-22 21:28:59";5;4.99;12.99
3153;11054;728;"CLOSER BANG";"2006";58;"2005-08-02 06:33:07";5;4.99;12.99
3154;12501;728;"CLOSER BANG";"2006";58;"2005-08-18 13:13:13";5;4.99;12.99
3155;209;729;"CLOSER BANG";"2006";58;"2005-05-26 08:14:01";5;4.99;12.99
3156;3467;729;"CLOSER BANG";"2006";58;"2005-06-21 22:19:25";5;4.99;12.99
3157;5275;729;"CLOSER BANG";"2006";58;"2005-07-09 14:34:18";5;4.99;12.99
3158;11189;729;"CLOSER BANG";"2006";58;"2005-08-02 11:17:23";5;4.99;12.99
3159;13105;729;"CLOSER BANG";"2006";58;"2005-08-19 11:06:16";5;4.99;12.99
3160;750;730;"CLOSER BANG";"2006";58;"2005-05-29 09:41:40";5;4.99;12.99
3161;1457;730;"CLOSER BANG";"2006";58;"2005-06-15 20:05:49";5;4.99;12.99
3162;5867;730;"CLOSER BANG";"2006";58;"2005-07-10 18:39:01";5;4.99;12.99
3163;7717;730;"CLOSER BANG";"2006";58;"2005-07-28 04:33:54";5;4.99;12.99
3164;13061;730;"CLOSER BANG";"2006";58;"2005-08-19 09:43:39";5;4.99;12.99
3165;2389;731;"CLUB GRAFFITI";"2006";65;"2005-06-18 15:27:47";4;0.99;12.99
3166;5896;731;"CLUB GRAFFITI";"2006";65;"2005-07-10 20:15:56";4;0.99;12.99
3167;8101;731;"CLUB GRAFFITI";"2006";65;"2005-07-28 18:47:23";4;0.99;12.99
3168;12141;731;"CLUB GRAFFITI";"2006";65;"2006-02-14 15:16:03";4;0.99;12.99
3169;2793;732;"CLUB GRAFFITI";"2006";65;"2005-06-19 18:52:37";4;0.99;12.99
3170;5709;732;"CLUB GRAFFITI";"2006";65;"2005-07-10 10:31:52";4;0.99;12.99
3171;10912;732;"CLUB GRAFFITI";"2006";65;"2005-08-02 02:00:03";4;0.99;12.99
3172;14433;732;"CLUB GRAFFITI";"2006";65;"2005-08-21 11:36:34";4;0.99;12.99
3173;11186;733;"CLUB GRAFFITI";"2006";65;"2005-08-02 11:12:08";4;0.99;12.99
3174;13079;733;"CLUB GRAFFITI";"2006";65;"2006-02-14 15:16:03";4;0.99;12.99
3175;754;734;"CLUB GRAFFITI";"2006";65;"2005-05-29 10:18:59";4;0.99;12.99
3176;2011;734;"CLUB GRAFFITI";"2006";65;"2005-06-17 11:56:09";4;0.99;12.99
3177;4929;734;"CLUB GRAFFITI";"2006";65;"2005-07-08 22:06:18";4;0.99;12.99
3178;11487;734;"CLUB GRAFFITI";"2006";65;"2005-08-02 22:35:05";4;0.99;12.99
3179;14112;734;"CLUB GRAFFITI";"2006";65;"2005-08-21 01:00:46";4;0.99;12.99
3180;2999;735;"CLUB GRAFFITI";"2006";65;"2005-06-20 09:30:34";4;0.99;12.99
3181;6625;735;"CLUB GRAFFITI";"2006";65;"2005-07-12 09:06:40";4;0.99;12.99
3182;7169;735;"CLUB GRAFFITI";"2006";65;"2005-07-27 07:51:39";4;0.99;12.99
3183;13774;735;"CLUB GRAFFITI";"2006";65;"2005-08-20 11:54:01";4;0.99;12.99
3184;3250;736;"CLUE GRAIL";"2006";70;"2005-06-21 03:16:36";6;4.99;27.99
3185;4368;736;"CLUE GRAIL";"2006";70;"2005-07-07 19:55:19";6;4.99;27.99
3186;9282;736;"CLUE GRAIL";"2006";70;"2005-07-30 15:17:31";6;4.99;27.99
3187;12737;736;"CLUE GRAIL";"2006";70;"2005-08-18 22:11:37";6;4.99;27.99
3188;4963;737;"CLUE GRAIL";"2006";70;"2005-07-08 23:38:40";6;4.99;27.99
3189;7350;737;"CLUE GRAIL";"2006";70;"2005-07-27 14:34:14";6;4.99;27.99
3190;11547;737;"CLUE GRAIL";"2006";70;"2005-08-17 00:59:24";6;4.99;27.99
3191;10116;738;"CLUELESS BUCKET";"2006";95;"2005-07-31 21:14:02";4;2.99;13.99
3192;15704;738;"CLUELESS BUCKET";"2006";95;"2005-08-23 10:25:45";4;2.99;13.99
3193;651;739;"CLUELESS BUCKET";"2006";95;"2005-05-28 19:46:50";4;2.99;13.99
3194;2059;739;"CLUELESS BUCKET";"2006";95;"2005-06-17 15:36:12";4;2.99;13.99
3195;6719;739;"CLUELESS BUCKET";"2006";95;"2005-07-12 13:40:37";4;2.99;13.99
3196;10423;739;"CLUELESS BUCKET";"2006";95;"2005-08-01 08:19:53";4;2.99;13.99
3197;15152;739;"CLUELESS BUCKET";"2006";95;"2005-08-22 14:25:21";4;2.99;13.99
3198;1885;740;"CLUELESS BUCKET";"2006";95;"2005-06-17 03:35:59";4;2.99;13.99
3199;5897;740;"CLUELESS BUCKET";"2006";95;"2005-07-10 20:16:14";4;2.99;13.99
3200;10590;740;"CLUELESS BUCKET";"2006";95;"2005-08-01 14:11:53";4;2.99;13.99
3201;15429;740;"CLUELESS BUCKET";"2006";95;"2005-08-23 00:20:31";4;2.99;13.99
3202;6372;741;"CLUELESS BUCKET";"2006";95;"2005-07-11 21:35:06";4;2.99;13.99
3203;7346;741;"CLUELESS BUCKET";"2006";95;"2005-07-27 14:30:42";4;2.99;13.99
3204;11913;741;"CLUELESS BUCKET";"2006";95;"2005-08-17 15:53:17";4;2.99;13.99
3205;689;742;"CLUELESS BUCKET";"2006";95;"2005-05-29 00:46:53";4;2.99;13.99
3206;3286;742;"CLUELESS BUCKET";"2006";95;"2005-06-21 06:31:29";4;2.99;13.99
3207;3726;742;"CLUELESS BUCKET";"2006";95;"2005-07-06 11:15:49";4;2.99;13.99
3208;8484;742;"CLUELESS BUCKET";"2006";95;"2005-07-29 08:51:59";4;2.99;13.99
3209;15443;742;"CLUELESS BUCKET";"2006";95;"2005-08-23 00:44:15";4;2.99;13.99
3210;1597;743;"CLUELESS BUCKET";"2006";95;"2005-06-16 05:47:03";4;2.99;13.99
3211;4417;743;"CLUELESS BUCKET";"2006";95;"2005-07-07 22:05:05";4;2.99;13.99
3212;8412;743;"CLUELESS BUCKET";"2006";95;"2005-07-29 06:44:50";4;2.99;13.99
3213;15203;743;"CLUELESS BUCKET";"2006";95;"2005-08-22 16:28:00";4;2.99;13.99
3214;8822;744;"CLUELESS BUCKET";"2006";95;"2005-07-29 22:20:21";4;2.99;13.99
3215;11912;744;"CLUELESS BUCKET";"2006";95;"2005-08-17 15:51:49";4;2.99;13.99
3216;4162;745;"CLYDE THEORY";"2006";139;"2005-07-07 09:17:26";4;0.99;29.99
3217;7912;745;"CLYDE THEORY";"2006";139;"2005-07-28 11:46:58";4;0.99;29.99
3218;14661;745;"CLYDE THEORY";"2006";139;"2005-08-21 19:44:21";4;0.99;29.99
3219;6843;746;"CLYDE THEORY";"2006";139;"2005-07-12 19:14:05";4;0.99;29.99
3220;10532;746;"CLYDE THEORY";"2006";139;"2005-08-01 12:06:35";4;0.99;29.99
3221;11892;746;"CLYDE THEORY";"2006";139;"2005-08-17 15:13:21";4;0.99;29.99
3222;8319;747;"CLYDE THEORY";"2006";139;"2005-07-29 03:44:52";4;0.99;29.99
3223;15914;747;"CLYDE THEORY";"2006";139;"2005-08-23 17:49:26";4;0.99;29.99
3224;11446;748;"COAST RAINBOW";"2006";55;"2005-08-02 20:33:37";4;0.99;20.99
3225;15693;748;"COAST RAINBOW";"2006";55;"2005-08-23 10:00:24";4;0.99;20.99
3226;115;749;"COAST RAINBOW";"2006";55;"2005-05-25 19:13:25";4;0.99;20.99
3227;1644;749;"COAST RAINBOW";"2006";55;"2005-06-16 08:58:18";4;0.99;20.99
3228;4255;749;"COAST RAINBOW";"2006";55;"2005-07-07 14:14:13";4;0.99;20.99
3229;10726;749;"COAST RAINBOW";"2006";55;"2005-08-01 19:14:53";4;0.99;20.99
3230;14402;749;"COAST RAINBOW";"2006";55;"2005-08-21 10:38:17";4;0.99;20.99
3231;1208;750;"COAST RAINBOW";"2006";55;"2005-06-15 02:30:03";4;0.99;20.99
3232;4396;750;"COAST RAINBOW";"2006";55;"2005-07-07 21:14:19";4;0.99;20.99
3233;8417;750;"COAST RAINBOW";"2006";55;"2005-07-29 06:53:36";4;0.99;20.99
3234;12548;750;"COAST RAINBOW";"2006";55;"2005-08-18 14:35:26";4;0.99;20.99
3235;337;751;"COAST RAINBOW";"2006";55;"2005-05-27 03:22:30";4;0.99;20.99
3236;1812;751;"COAST RAINBOW";"2006";55;"2005-06-16 21:08:46";4;0.99;20.99
3237;5055;751;"COAST RAINBOW";"2006";55;"2005-07-09 04:05:28";4;0.99;20.99
3238;8790;751;"COAST RAINBOW";"2006";55;"2005-07-29 20:51:41";4;0.99;20.99
3239;14581;751;"COAST RAINBOW";"2006";55;"2005-08-21 17:07:08";4;0.99;20.99
3240;395;752;"COAST RAINBOW";"2006";55;"2005-05-27 11:45:49";4;0.99;20.99
3241;2325;752;"COAST RAINBOW";"2006";55;"2005-06-18 10:08:07";4;0.99;20.99
3242;3913;752;"COAST RAINBOW";"2006";55;"2005-07-06 20:11:00";4;0.99;20.99
3243;8337;752;"COAST RAINBOW";"2006";55;"2005-07-29 04:31:55";4;0.99;20.99
3244;14258;752;"COAST RAINBOW";"2006";55;"2005-08-21 05:56:36";4;0.99;20.99
3245;1395;753;"COLDBLOODED DARLING";"2006";70;"2005-06-15 16:21:04";7;4.99;27.99
3246;5763;753;"COLDBLOODED DARLING";"2006";70;"2005-07-10 12:58:12";7;4.99;27.99
3247;7017;753;"COLDBLOODED DARLING";"2006";70;"2005-07-27 02:16:03";7;4.99;27.99
3248;11585;753;"COLDBLOODED DARLING";"2006";70;"2005-08-17 02:14:36";7;4.99;27.99
3249;3945;754;"COLDBLOODED DARLING";"2006";70;"2005-07-06 21:35:00";7;4.99;27.99
3250;8372;754;"COLDBLOODED DARLING";"2006";70;"2005-07-29 05:18:08";7;4.99;27.99
3251;15580;754;"COLDBLOODED DARLING";"2006";70;"2005-08-23 05:39:06";7;4.99;27.99
3252;2285;755;"COLDBLOODED DARLING";"2006";70;"2005-06-18 07:00:54";7;4.99;27.99
3253;4603;755;"COLDBLOODED DARLING";"2006";70;"2005-07-08 06:57:07";7;4.99;27.99
3254;9242;755;"COLDBLOODED DARLING";"2006";70;"2005-07-30 14:03:58";7;4.99;27.99
3255;14835;755;"COLDBLOODED DARLING";"2006";70;"2005-08-22 01:49:07";7;4.99;27.99
3256;6988;756;"COLDBLOODED DARLING";"2006";70;"2005-07-27 01:00:08";7;4.99;27.99
3257;13710;756;"COLDBLOODED DARLING";"2006";70;"2005-08-20 09:35:20";7;4.99;27.99
3258;5618;757;"COLDBLOODED DARLING";"2006";70;"2005-07-10 05:28:58";7;4.99;27.99
3259;10180;757;"COLDBLOODED DARLING";"2006";70;"2005-07-31 23:57:43";7;4.99;27.99
3260;12834;757;"COLDBLOODED DARLING";"2006";70;"2005-08-19 01:47:30";7;4.99;27.99
3261;4608;758;"COLOR PHILADELPHIA";"2006";149;"2005-07-08 07:19:11";6;2.99;19.99
3262;10058;758;"COLOR PHILADELPHIA";"2006";149;"2005-07-31 19:20:21";6;2.99;19.99
3263;13552;758;"COLOR PHILADELPHIA";"2006";149;"2005-08-20 04:03:51";6;2.99;19.99
3264;6569;759;"COLOR PHILADELPHIA";"2006";149;"2005-07-12 05:47:40";6;2.99;19.99
3265;8861;759;"COLOR PHILADELPHIA";"2006";149;"2005-07-29 23:47:29";6;2.99;19.99
3266;11623;759;"COLOR PHILADELPHIA";"2006";149;"2005-08-17 04:15:47";6;2.99;19.99
3267;901;760;"COLOR PHILADELPHIA";"2006";149;"2005-05-30 09:40:40";6;2.99;19.99
3268;1371;760;"COLOR PHILADELPHIA";"2006";149;"2005-06-15 14:38:15";6;2.99;19.99
3269;4595;760;"COLOR PHILADELPHIA";"2006";149;"2005-07-08 06:40:25";6;2.99;19.99
3270;6947;760;"COLOR PHILADELPHIA";"2006";149;"2005-07-26 23:42:03";6;2.99;19.99
3271;16033;760;"COLOR PHILADELPHIA";"2006";149;"2005-08-23 22:06:15";6;2.99;19.99
3272;1850;761;"COLOR PHILADELPHIA";"2006";149;"2005-06-17 00:31:35";6;2.99;19.99
3273;4801;761;"COLOR PHILADELPHIA";"2006";149;"2005-07-08 16:51:36";6;2.99;19.99
3274;11322;761;"COLOR PHILADELPHIA";"2006";149;"2005-08-02 16:23:17";6;2.99;19.99
3275;14629;761;"COLOR PHILADELPHIA";"2006";149;"2005-08-21 18:39:52";6;2.99;19.99
3276;1545;762;"COLOR PHILADELPHIA";"2006";149;"2005-06-16 01:31:23";6;2.99;19.99
3277;6422;762;"COLOR PHILADELPHIA";"2006";149;"2005-07-11 23:46:19";6;2.99;19.99
3278;9697;762;"COLOR PHILADELPHIA";"2006";149;"2005-07-31 07:23:11";6;2.99;19.99
3279;12309;762;"COLOR PHILADELPHIA";"2006";149;"2005-08-18 05:58:40";6;2.99;19.99
3280;788;763;"COLOR PHILADELPHIA";"2006";149;"2005-05-29 16:13:55";6;2.99;19.99
3281;1503;763;"COLOR PHILADELPHIA";"2006";149;"2005-06-15 22:07:09";6;2.99;19.99
3282;6905;763;"COLOR PHILADELPHIA";"2006";149;"2005-07-12 22:02:18";6;2.99;19.99
3283;8041;763;"COLOR PHILADELPHIA";"2006";149;"2005-07-28 16:39:56";6;2.99;19.99
3284;14330;763;"COLOR PHILADELPHIA";"2006";149;"2005-08-21 08:29:20";6;2.99;19.99
3285;212;764;"COMA HEAD";"2006";109;"2005-05-26 08:34:41";6;4.99;10.99
3286;1324;764;"COMA HEAD";"2006";109;"2005-06-15 11:02:45";6;4.99;10.99
3287;4444;764;"COMA HEAD";"2006";109;"2005-07-07 23:07:44";6;4.99;10.99
3288;10204;764;"COMA HEAD";"2006";109;"2005-08-01 00:47:39";6;4.99;10.99
3289;15489;764;"COMA HEAD";"2006";109;"2005-08-23 02:06:41";6;4.99;10.99
3290;4548;765;"COMA HEAD";"2006";109;"2005-07-08 04:21:54";6;4.99;10.99
3291;8496;765;"COMA HEAD";"2006";109;"2005-07-29 09:05:33";6;4.99;10.99
3292;12302;765;"COMA HEAD";"2006";109;"2005-08-18 05:41:39";6;4.99;10.99
3293;1014;766;"COMA HEAD";"2006";109;"2005-05-31 02:39:16";6;4.99;10.99
3294;1593;766;"COMA HEAD";"2006";109;"2005-06-16 05:14:52";6;4.99;10.99
3295;6552;766;"COMA HEAD";"2006";109;"2005-07-12 05:05:06";6;4.99;10.99
3296;7544;766;"COMA HEAD";"2006";109;"2005-07-27 21:47:37";6;4.99;10.99
3297;12037;766;"COMA HEAD";"2006";109;"2005-08-17 20:21:35";6;4.99;10.99
3298;7639;767;"COMA HEAD";"2006";109;"2005-07-28 01:14:36";6;4.99;10.99
3299;15299;767;"COMA HEAD";"2006";109;"2005-08-22 19:42:57";6;4.99;10.99
3300;2531;768;"COMA HEAD";"2006";109;"2005-06-19 01:20:49";6;4.99;10.99
3301;5099;768;"COMA HEAD";"2006";109;"2005-07-09 06:14:30";6;4.99;10.99
3302;8278;768;"COMA HEAD";"2006";109;"2005-07-29 01:42:55";6;4.99;10.99
3303;14766;768;"COMA HEAD";"2006";109;"2005-08-21 23:42:20";6;4.99;10.99
3304;737;769;"COMA HEAD";"2006";109;"2005-05-29 08:11:31";6;4.99;10.99
3305;1586;769;"COMA HEAD";"2006";109;"2005-06-16 04:51:18";6;4.99;10.99
3306;6909;769;"COMA HEAD";"2006";109;"2005-07-12 22:09:30";6;4.99;10.99
3307;10911;769;"COMA HEAD";"2006";109;"2005-08-02 01:58:36";6;4.99;10.99
3308;14155;769;"COMA HEAD";"2006";109;"2005-08-21 02:31:35";6;4.99;10.99
3309;8388;770;"COMA HEAD";"2006";109;"2005-07-29 05:48:15";6;4.99;10.99
3310;13156;770;"COMA HEAD";"2006";109;"2005-08-19 13:10:42";6;4.99;10.99
3311;1363;771;"COMANCHEROS ENEMY";"2006";67;"2005-06-15 14:05:11";5;0.99;23.99
3312;6010;771;"COMANCHEROS ENEMY";"2006";67;"2005-07-11 01:52:28";5;0.99;23.99
3313;9219;771;"COMANCHEROS ENEMY";"2006";67;"2005-07-30 13:15:21";5;0.99;23.99
3314;13004;771;"COMANCHEROS ENEMY";"2006";67;"2005-08-19 07:40:08";5;0.99;23.99
3315;7535;772;"COMANCHEROS ENEMY";"2006";67;"2005-07-27 21:32:39";5;0.99;23.99
3316;16045;772;"COMANCHEROS ENEMY";"2006";67;"2005-08-23 22:25:26";5;0.99;23.99
3317;4248;773;"COMFORTS RUSH";"2006";76;"2005-07-07 13:59:20";3;2.99;19.99
3318;11327;773;"COMFORTS RUSH";"2006";76;"2005-08-02 16:40:47";3;2.99;19.99
3319;12585;773;"COMFORTS RUSH";"2006";76;"2005-08-18 15:52:12";3;2.99;19.99
3320;1286;774;"COMFORTS RUSH";"2006";76;"2005-06-15 08:41:13";3;2.99;19.99
3321;3753;774;"COMFORTS RUSH";"2006";76;"2005-07-06 12:34:06";3;2.99;19.99
3322;7618;774;"COMFORTS RUSH";"2006";76;"2005-07-28 00:24:14";3;2.99;19.99
3323;12205;774;"COMFORTS RUSH";"2006";76;"2005-08-18 02:21:08";3;2.99;19.99
3324;92;775;"COMFORTS RUSH";"2006";76;"2005-05-25 15:38:46";3;2.99;19.99
3325;2728;775;"COMFORTS RUSH";"2006";76;"2005-06-19 15:04:04";3;2.99;19.99
3326;6407;775;"COMFORTS RUSH";"2006";76;"2005-07-11 23:02:19";3;2.99;19.99
3327;7275;775;"COMFORTS RUSH";"2006";76;"2005-07-27 11:39:08";3;2.99;19.99
3328;13252;775;"COMFORTS RUSH";"2006";76;"2005-08-19 16:50:50";3;2.99;19.99
3329;201;776;"COMFORTS RUSH";"2006";76;"2005-05-26 07:13:45";3;2.99;19.99
3330;3214;776;"COMFORTS RUSH";"2006";76;"2005-06-21 01:08:26";3;2.99;19.99
3331;5146;776;"COMFORTS RUSH";"2006";76;"2005-07-09 08:14:58";3;2.99;19.99
3332;11451;776;"COMFORTS RUSH";"2006";76;"2005-08-02 20:45:56";3;2.99;19.99
3333;12641;776;"COMFORTS RUSH";"2006";76;"2005-08-18 18:18:08";3;2.99;19.99
3334;8988;777;"COMMAND DARLING";"2006";120;"2005-07-30 04:38:49";5;4.99;28.99
3335;12373;777;"COMMAND DARLING";"2006";120;"2005-08-18 08:07:25";5;4.99;28.99
3336;3892;778;"COMMAND DARLING";"2006";120;"2005-07-06 18:58:58";5;4.99;28.99
3337;10385;778;"COMMAND DARLING";"2006";120;"2005-08-01 06:39:55";5;4.99;28.99
3338;12860;778;"COMMAND DARLING";"2006";120;"2005-08-19 02:24:41";5;4.99;28.99
3339;7012;779;"COMMAND DARLING";"2006";120;"2005-07-27 02:01:03";5;4.99;28.99
3340;14863;779;"COMMAND DARLING";"2006";120;"2005-08-22 02:57:04";5;4.99;28.99
3341;4117;780;"COMMAND DARLING";"2006";120;"2005-07-07 06:58:14";5;4.99;28.99
3342;10256;780;"COMMAND DARLING";"2006";120;"2005-08-01 02:47:11";5;4.99;28.99
3343;12863;780;"COMMAND DARLING";"2006";120;"2005-08-19 02:35:59";5;4.99;28.99
3344;10881;781;"COMMAND DARLING";"2006";120;"2005-08-02 00:38:14";5;4.99;28.99
3345;12921;781;"COMMAND DARLING";"2006";120;"2005-08-19 04:47:48";5;4.99;28.99
3346;2041;782;"COMMAND DARLING";"2006";120;"2005-06-17 14:19:00";5;4.99;28.99
3347;3847;782;"COMMAND DARLING";"2006";120;"2005-07-06 16:44:41";5;4.99;28.99
3348;7627;782;"COMMAND DARLING";"2006";120;"2005-07-28 00:56:47";5;4.99;28.99
3349;14631;782;"COMMAND DARLING";"2006";120;"2005-08-21 18:47:49";5;4.99;28.99
3350;4419;783;"CONEHEADS SMOOCHY";"2006";112;"2005-07-07 22:06:24";7;4.99;12.99
3351;9869;783;"CONEHEADS SMOOCHY";"2006";112;"2005-07-31 13:21:54";7;4.99;12.99
3352;14805;783;"CONEHEADS SMOOCHY";"2006";112;"2005-08-22 00:52:01";7;4.99;12.99
3353;6028;784;"CONEHEADS SMOOCHY";"2006";112;"2005-07-11 02:31:44";7;4.99;12.99
3354;10097;784;"CONEHEADS SMOOCHY";"2006";112;"2005-07-31 20:39:38";7;4.99;12.99
3355;15691;784;"CONEHEADS SMOOCHY";"2006";112;"2005-08-23 09:53:54";7;4.99;12.99
3356;802;785;"CONEHEADS SMOOCHY";"2006";112;"2005-05-29 17:38:59";7;4.99;12.99
3357;2169;785;"CONEHEADS SMOOCHY";"2006";112;"2005-06-17 23:57:23";7;4.99;12.99
3358;6155;785;"CONEHEADS SMOOCHY";"2006";112;"2005-07-11 09:45:31";7;4.99;12.99
3359;7084;785;"CONEHEADS SMOOCHY";"2006";112;"2005-07-27 04:34:07";7;4.99;12.99
3360;14655;785;"CONEHEADS SMOOCHY";"2006";112;"2005-08-21 19:37:10";7;4.99;12.99
3361;3137;786;"CONEHEADS SMOOCHY";"2006";112;"2005-06-20 19:41:28";7;4.99;12.99
3362;6162;786;"CONEHEADS SMOOCHY";"2006";112;"2005-07-11 10:12:30";7;4.99;12.99
3363;10659;786;"CONEHEADS SMOOCHY";"2006";112;"2005-08-01 16:40:34";7;4.99;12.99
3364;11629;786;"CONEHEADS SMOOCHY";"2006";112;"2005-08-17 04:27:24";7;4.99;12.99
3365;2023;787;"CONEHEADS SMOOCHY";"2006";112;"2005-06-17 12:52:58";7;4.99;12.99
3366;4274;787;"CONEHEADS SMOOCHY";"2006";112;"2005-07-07 14:42:04";7;4.99;12.99
3367;9109;787;"CONEHEADS SMOOCHY";"2006";112;"2005-07-30 08:58:24";7;4.99;12.99
3368;15889;787;"CONEHEADS SMOOCHY";"2006";112;"2005-08-23 16:57:43";7;4.99;12.99
3369;3882;788;"CONEHEADS SMOOCHY";"2006";112;"2005-07-06 18:38:21";7;4.99;12.99
3370;6998;788;"CONEHEADS SMOOCHY";"2006";112;"2005-07-27 01:16:29";7;4.99;12.99
3371;15258;788;"CONEHEADS SMOOCHY";"2006";112;"2005-08-22 18:22:44";7;4.99;12.99
3372;5371;789;"CONEHEADS SMOOCHY";"2006";112;"2005-07-09 18:47:48";7;4.99;12.99
3373;8649;789;"CONEHEADS SMOOCHY";"2006";112;"2005-07-29 14:57:33";7;4.99;12.99
3374;15711;789;"CONEHEADS SMOOCHY";"2006";112;"2005-08-23 10:43:00";7;4.99;12.99
3375;9036;790;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-30 06:18:38";7;4.99;25.99
3376;14290;790;"CONFESSIONS MAGUIRE";"2006";65;"2005-08-21 07:02:59";7;4.99;25.99
3377;7227;791;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-27 09:53:43";7;4.99;25.99
3378;11636;791;"CONFESSIONS MAGUIRE";"2006";65;"2005-08-17 04:36:31";7;4.99;25.99
3379;8542;792;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-29 11:01:50";7;4.99;25.99
3380;13833;792;"CONFESSIONS MAGUIRE";"2006";65;"2005-08-20 14:00:29";7;4.99;25.99
3381;3554;793;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-06 02:37:10";7;4.99;25.99
3382;9367;793;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-30 18:49:58";7;4.99;25.99
3383;11693;793;"CONFESSIONS MAGUIRE";"2006";65;"2005-08-17 06:56:56";7;4.99;25.99
3384;105;794;"CONFESSIONS MAGUIRE";"2006";65;"2005-05-25 17:54:12";7;4.99;25.99
3385;2734;794;"CONFESSIONS MAGUIRE";"2006";65;"2005-06-19 15:36:27";7;4.99;25.99
3386;3979;794;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-06 23:04:35";7;4.99;25.99
3387;7556;794;"CONFESSIONS MAGUIRE";"2006";65;"2005-07-27 22:17:17";7;4.99;25.99
3388;15169;794;"CONFESSIONS MAGUIRE";"2006";65;"2005-08-22 15:21:56";7;4.99;25.99
3389;6823;795;"CONFIDENTIAL INTERVIEW";"2006";180;"2005-07-12 18:24:31";6;4.99;13.99
3390;7292;795;"CONFIDENTIAL INTERVIEW";"2006";180;"2005-07-27 12:34:14";6;4.99;13.99
3391;12533;795;"CONFIDENTIAL INTERVIEW";"2006";180;"2005-08-18 14:01:40";6;4.99;13.99
3392;3165;796;"CONFIDENTIAL INTERVIEW";"2006";180;"2005-06-20 21:29:17";6;4.99;13.99
